# Constructed from biom file
#OTU ID	gutmock00S01	gutmock01S01	gutmock02S01	gutmock03S01	gutmock04S01
eb152c62689e3670caff391c2eab0334	0.0	0.0	0.0	0.0	6.0
116a9efec347dcdd9a424cf8c3dedc4f	0.0	0.0	0.0	0.0	6.0
a275aa95e2dc16c7e1786b993d95dc6e	0.0	0.0	0.0	0.0	6.0
7d984cf845906d699026116091932556	5.0	0.0	0.0	0.0	0.0
412fdd8d6d7cef11a676ae2634ebd8f6	5.0	0.0	0.0	0.0	0.0
17d3ccb1355246a72486c7e202255a1d	5.0	0.0	0.0	0.0	0.0
fe4a8ad0ad95e38b0e70fbfcc55b8b3e	5.0	0.0	0.0	0.0	0.0
9fc2163e502df78e3880159c3fba69a5	5.0	0.0	0.0	0.0	0.0
2dfc07328bd7f4cb66a75a899f7c98bb	0.0	5.0	0.0	0.0	0.0
7e44baf590211c2e042fca87a38ffe6e	0.0	5.0	0.0	0.0	0.0
9836b644627dd5ae25cbe58425bca9ee	0.0	5.0	0.0	0.0	0.0
297ba5ee3e476012008ee9dcc15c2a1a	0.0	0.0	5.0	0.0	0.0
0f89e73d1b7683d948185e033fdcc294	0.0	0.0	5.0	0.0	0.0
525f5628171007569382f86a10f6f47f	0.0	0.0	5.0	0.0	0.0
88af0973f5dbe15f0b57d0126f10d880	0.0	0.0	0.0	5.0	0.0
c3188521b26db0b2781c6a51419154b4	0.0	0.0	0.0	5.0	0.0
deea87cfed4fa611cb65d807d586a8b6	0.0	0.0	0.0	5.0	0.0
a044f0034923d477504b6c43fad82ca2	0.0	0.0	0.0	5.0	0.0
d4e740bc5c2587cbbb188e8e30026611	0.0	0.0	0.0	5.0	0.0
97b1cacd2c08417b0c64173cb9e573da	0.0	0.0	0.0	0.0	5.0
b80a80bbdb99e169463fb204cbba3ca1	0.0	0.0	0.0	0.0	5.0
db96b7d3e4301758a1fea47adec0a5a8	0.0	0.0	0.0	0.0	5.0
ee012a9e0340fa0eaab317ffc41e05fe	0.0	0.0	0.0	0.0	5.0
faaf153f5fdf426c5eb4d9f1b34c9fac	0.0	0.0	0.0	0.0	5.0
40d38dd5112a6507a6f123f08f874010	0.0	0.0	0.0	0.0	5.0
8faa600db0de01cb5890c1c781da4322	4.0	0.0	0.0	0.0	0.0
c425e7afb30558cf220fb50d63dbb658	4.0	0.0	0.0	0.0	0.0
35ab6bd65ed4789d24081034189539c2	4.0	0.0	0.0	0.0	0.0
69023d08c66f627325cbd2f397433f0d	4.0	0.0	0.0	0.0	0.0
9d9ec02c23a35338bcba96f55d339dda	4.0	0.0	0.0	0.0	0.0
33702a92ecf42495595739e7603a387f	4.0	0.0	0.0	0.0	0.0
7fd0cd63aadaabebe4794228e073c23b	0.0	4.0	0.0	0.0	0.0
7ff762add129df2f284cef99426d125e	0.0	4.0	0.0	0.0	0.0
4cb87f2a18a719e00b1846f86deea962	0.0	4.0	0.0	0.0	0.0
da7122b8ac42ae70e90ba43ffcdc1af9	0.0	0.0	4.0	0.0	0.0
1068ddfc41e599391dab95fe1b7031e1	0.0	0.0	0.0	4.0	0.0
d4cf5414f8301ebe240e679cf681641a	0.0	0.0	0.0	4.0	0.0
d36499c9f338b19f604b84ac18a8ca84	0.0	0.0	0.0	4.0	0.0
200d1592e7d178d4a156fe6e851f4d2e	0.0	0.0	0.0	4.0	0.0
ab940786ebd65890b56d91b68975418f	3.0	0.0	0.0	0.0	0.0
71269a10b7c0230519c4af0a7e5050f3	0.0	3.0	0.0	0.0	0.0
522a19ac23fbbcfc4d26876cdacc8f5c	0.0	0.0	3.0	0.0	0.0
c84d5acd68379ffa58047f3f12df61a7	0.0	0.0	3.0	0.0	0.0
2b90cb6ddf08fb2f800bdab63aa29672	0.0	0.0	0.0	3.0	0.0
2e7abe3e2793339fe733d4a2a284d307	0.0	0.0	0.0	3.0	0.0
3a7aa19a286460626e16da7fdec41997	0.0	0.0	0.0	0.0	3.0
93d9993542cc88cef5809eea1c0386a3	0.0	0.0	0.0	0.0	2.0
f16f288dbaff52b6c77bb3bcd414fd34	0.0	1.0	0.0	0.0	0.0
618ccb7d9eb9263634550822bff1e82d	0.0	0.0	0.0	0.0	1.0
